B_energy,B_max,B_mean,B_min,B_std,R_energy,R_max,R_mean,R_min,R_std,S_energy,S_max,S_mean,S_min,S_std,T_psf_energy,T_psf_max,T_psf_mean,T_psf_min,T_psf_std,U_energy,U_max,U_mean,U_min,U_std,amplitude_centroid_mae,background_input_correlation,background_target_leakage,centroid_recall_5px,coverage_at_5px,dataset,gt_pixels,has_target,presence_at_centroid,presence_false_activation,psf_entropy_mean,psf_params,psf_residual_overlap,psf_usage,reconstruction_mae,reconstruction_psnr,residual_energy_ratio,residual_meaningful,residual_outside_fraction,residual_target_fraction,sample_id,source_false_activation,source_noncenter_mass_ratio,target_contrast_recall,target_energy_precision,target_outside_energy_ratio,target_proxy_energy,target_psf_zero,uncertainty_error_spearman
64542.17020384179,0.8445738554000854,0.24620884019409864,1.2385980187579413e-18,0.13045982271839496,209.12485568316407,0.0016029358375817537,0.0007977480151487887,5.829768383591727e-07,0.0001115335739919861,3.6462886881914756,0.9999823570251465,1.390948748852339e-05,1.1036057685487322e-06,0.002940682643301682,57.647445608843555,1.0,0.00021990755313432142,2.0338969989097677e-05,0.010262589122986441,29115.167420602404,0.11834003031253815,0.11106554954758607,0.00021744321566075087,0.001857899482215617,0.35068416595458984,0.9842475599516045,0.07470382748873258,1.0,1.0,irstd1k,37,True,0.9999823570251465,0.9212869280877579,0.9992233970164079,"{""sigma_x"": [0.9032173156738281, 1.4399302005767822, 2.1860909461975098, 2.8395066261291504, 3.1609864234924316, 3.740044593811035], ""sigma_y"": [3.7521114349365234, 3.162635326385498, 2.7729716300964355, 2.291398048400879, 1.4392982721328735, 0.8879052996635437], ""theta"": [-1.1684129238128662, -0.6839860677719116, -0.0709662139415741, 0.08086240291595459, 0.7371876835823059, 1.1838830709457397]}",0.011628217252423722,"[0.1675485933471859, 0.16354703054878955, 0.17209292148726263, 0.15456701279816798, 0.16204328192285827, 0.180201159965105]",0.08180395697083753,21.230597740294854,0.7839076795842348,True,0.9993842219530934,0.0026828421989848646,XDU189,0.15292676730775193,4.075530261874468,4.6201780024376315,0.18462515546862274,20.93736502703375,10.389054372906685,False,0.8668181679482575
54121.19063430826,0.8525602221488953,0.20645595792506508,5.6399954151409304e-11,0.1615461359341423,205.75953183743695,0.0015937831485643983,0.0007849103234765509,8.093713404377922e-06,0.00014007046758470073,6.754987778264876,0.9996558427810669,2.5768233407077318e-05,1.1796194030466722e-06,0.004318826671010249,107.9250526962478,1.0,0.00041170140341281053,2.2683134375256486e-05,0.012803937197219492,28952.852455536602,0.11924313753843307,0.11044636709417954,0.002414965070784092,0.0023585047581378867,0.7677318155765533,0.9895581907229157,0.39120444575669816,1.0,1.0,irstd1k,35,True,0.5921413972973824,0.8859897210529584,0.999183954582179,"{""sigma_x"": [0.9032173156738281, 1.4399302005767822, 2.1860909461975098, 2.8395066261291504, 3.1609864234924316, 3.740044593811035], ""sigma_y"": [3.7521114349365234, 3.162635326385498, 2.7729716300964355, 2.291398048400879, 1.4392982721328735, 0.8879052996635437], ""theta"": [-1.1684129238128662, -0.6839860677719116, -0.0709662139415741, 0.08086240291595459, 0.7371876835823059, 1.1838830709457397]}",0.01950941991355449,"[0.16645009299276659, 0.16331497580188403, 0.1738979801002074, 0.15520111393755087, 0.16187864995487927, 0.17925718719113348]",0.06388028223287634,22.102584633760006,0.6559440341746906,True,0.9993050995948196,0.0019566233145577572,XDU935,0.26452881482107937,11.992289462266948,9.832118971227349,0.2552017472334523,31.434289378267795,7.432384669780731,False,0.9356991451276927
149279.54882236247,0.8882260918617249,0.5694562867063998,5.3806594735306135e-09,0.10770639048066397,231.84285716517843,0.001476811128668487,0.0008844103132826936,4.481387077248655e-05,6.418687764093551e-05,6.006245071367459,0.9870758652687073,2.291200665041908e-05,8.872017360772588e-07,0.004178106847220982,94.85203410542817,1.0,0.0003618317951409461,1.3118533388478681e-05,0.013404315973948326,29929.046553592896,0.11755423247814178,0.11417025205075415,0.0035666769836097956,0.0017360044887907934,0.7052902281284332,0.974223038900783,0.0,1.0,1.0,irstd1k,37,True,0.5471139065921307,0.8496724512524018,0.9988814967286999,"{""sigma_x"": [0.9032173156738281, 1.4399302005767822, 2.1860909461975098, 2.8395066261291504, 3.1609864234924316, 3.740044593811035], ""sigma_y"": [3.7521114349365234, 3.162635326385498, 2.7729716300964355, 2.291398048400879, 1.4392982721328735, 0.8879052996635437], ""theta"": [-1.1684129238128662, -0.6839860677719116, -0.0709662139415741, 0.08086240291595459, 0.7371876835823059, 1.1838830709457397]}",0.017692903458213276,"[0.1722184014616439, 0.16643030573978462, 0.16115649130921383, 0.15172854804757208, 0.16477845992888668, 0.18368779357710707]",0.15781089124008574,15.79237965235789,0.7096617160540147,True,0.9991595283722656,0.0023537729299774202,XDU672,0.06960789161402715,8.335226589656319,8.779881740941521,0.27226459275101217,25.214612679288777,9.428954660892487,False,0.7316610437845673
53712.95169764935,0.8096197843551636,0.20489864996967067,2.928569919902202e-08,0.08650048748442801,204.38185113070358,0.001557773444801569,0.0007796548886516708,8.714733849046752e-05,9.56909124477374e-05,10.326465761329132,0.9392894506454468,3.9392340703312424e-05,1.1275121778453467e-06,0.004636134261154926,153.18667256434492,1.0,0.0005843607809613988,1.3060505807516165e-05,0.01756908604894619,28959.360719294753,0.11736778169870377,0.11047119415014173,0.0067685614340007305,0.0020348221862563987,0.00011730194091796875,0.9284614425109741,0.2187650573763938,1.0,1.0,irstd1k,312,True,0.49378567809859913,0.7852797650764746,0.9991237914330213,"{""sigma_x"": [0.9032173156738281, 1.4399302005767822, 2.1860909461975098, 2.8395066261291504, 3.1609864234924316, 3.740044593811035], ""sigma_y"": [3.7521114349365234, 3.162635326385498, 2.7729716300964355, 2.291398048400879, 1.4392982721328735, 0.8879052996635437], ""theta"": [-1.1684129238128662, -0.6839860677719116, -0.0709662139415741, 0.08086240291595459, 0.7371876835823059, 1.1838830709457397]}",0.027450332346122534,"[0.16683965472297224, 0.16311701140324386, 0.17373657278960764, 0.15491540203436216, 0.16158243590047566, 0.1798089231563864]",0.019508791250267166,30.189765055839423,0.5715879267522165,False,0.9957546902074854,0.005988951948215875,XDU231,0.05375056864312229,2.948377043643063,0.7335131344891546,0.4093353836516186,1.069318903429609,197.5117751955986,False,0.5413171014458567
176598.86319424678,0.8361775875091553,0.6736712005395766,0.01477037649601698,0.043458327283362116,243.59004890406504,0.0018158175516873598,0.000929222293487797,0.0007546181441284716,5.920791056410021e-05,0.6810870378664617,0.037819355726242065,2.5981408610018224e-06,8.590117204221315e-07,0.00012112883237126711,10.792026008234643,0.0578458197414875,4.116831210416658e-05,1.4707936315971892e-05,0.0005025279915895381,30220.680246151984,0.12008926272392273,0.11528274630032342,0.06571320444345474,0.0006899231210826085,0.7649846225976944,0.8564305919618957,0.0,0.0,0.0,irstd1k,20,True,0.027859913185238838,0.9950226140756682,0.9988907115778147,"{""sigma_x"": [0.9032173156738281, 1.4399302005767822, 2.1860909461975098, 2.8395066261291504, 3.1609864234924316, 3.740044593811035], ""sigma_y"": [3.7521114349365234, 3.162635326385498, 2.7729716300964355, 2.291398048400879, 1.4392982721328735, 0.8879052996635437], ""theta"": [-1.1684129238128662, -0.6839860677719116, -0.0709662139415741, 0.08086240291595459, 0.7371876835823059, 1.1838830709457397]}",0.09157926667992117,"[0.17253511969443025, 0.16680690160377765, 0.15838372029196535, 0.1527088588368315, 0.16448225386058368, 0.18508314569879758]",0.14190588303891616,16.72295783693815,0.9575755248794346,True,0.9994875330688534,0.06195682710539637,XDU818,0.8106818890396019,2.9129258333419057,0.5612857216391709,0.009525934364694929,70.19034685120879,3.5896509885787964,False,0.7480734378649646
52274.354046325956,0.8445673584938049,0.19941083544283278,1.1103039162716193e-14,0.13711659209394406,205.151567844616,0.0016453445423394442,0.0007825911248955384,1.1412308822400519e-06,0.000122940171795027,4.794000732963184,0.9999992847442627,1.8287661487438904e-05,7.378720283668372e-07,0.003644583526936752,71.27303911816671,1.0,0.0002718850674368542,2.0025132471346296e-05,0.012454438399710879,28961.22163638234,0.11894498020410538,0.1104782929854673,0.000429803563747555,0.0019371726534425926,0.758696973323822,0.9847318080313578,0.017829278520316807,1.0,1.0,irstd1k,13,True,0.9999992847442627,0.8993293105001618,0.9992372340838074,"{""sigma_x"": [0.9032173156738281, 1.4399302005767822, 2.1860909461975098, 2.8395066261291504, 3.1609864234924316, 3.740044593811035], ""sigma_y"": [3.7521114349365234, 3.162635326385498, 2.7729716300964355, 2.291398048400879, 1.4392982721328735, 0.8879052996635437], ""theta"": [-1.1684129238128662, -0.6839860677719116, -0.0709662139415741, 0.08086240291595459, 0.7371876835823059, 1.1838830709457397]}",0.012131385779040495,"[0.16660575959350604, 0.16313876719586246, 0.17395308314198132, 0.15513346434170217, 0.16162523212077484, 0.17954369359532585]",0.08288137686633945,21.080480188138274,0.7421610185096048,True,0.9997296847426191,0.0010065303713163985,XDU888,0.12310924853482826,15.722974968359459,14.2703852151057,0.22524105078551845,55.47029597872564,3.8608490228652954,False,0.8804258769193685
38942.70373259003,0.813220202922821,0.14855462544475567,3.937176984436519e-08,0.049349289601838514,202.03445654684583,0.0017371566500514746,0.0007707002889512857,2.648170084285084e-05,6.23166482151266e-05,14.323205963289553,0.9989776611328125,5.463869462314435e-05,4.14592079778231e-07,0.0054781025518404695,170.01460196224798,1.0,0.0006485542372217101,1.7744281649356708e-05,0.020260229090334137,28748.10751349572,0.11952672153711319,0.10966532712362564,0.012155251577496529,0.0015370613183803283,2.1517276763916016e-05,0.8028716742908841,0.9532312662617483,0.5,0.5,irstd1k,883,True,0.30926841497421265,0.7410521496830514,0.9991184325313043,"{""sigma_x"": [0.9032173156738281, 1.4399302005767822, 2.1860909461975098, 2.8395066261291504, 3.1609864234924316, 3.740044593811035], ""sigma_y"": [3.7521114349365234, 3.162635326385498, 2.7729716300964355, 2.291398048400879, 1.4392982721328735, 0.8879052996635437], ""theta"": [-1.1684129238128662, -0.6839860677719116, -0.0709662139415741, 0.08086240291595459, 0.7371876835823059, 1.1838830709457397]}",0.028337174615853663,"[0.16529956458106332, 0.16260277090029712, 0.17636305537394037, 0.15607381081014182, 0.16102525081730468, 0.17863554757367694]",0.04165769264325547,26.617244688756667,0.543031764027183,False,0.9920533724025241,0.009967061455422045,XDU146,0.04659054181906634,6.852339819329885,0.3588555296218887,0.43547006251678066,0.4679135928025323,448.8709774017334,False,-0.002431488550781965
45201.45828115064,0.9083585143089294,0.17242987930736786,1.0023903703093148e-16,0.1810059471768581,201.95876473937392,0.0017701243050396442,0.0007704115476202924,5.80060884658451e-07,0.00016443306439566804,3.9369901455133913,0.9991944432258606,1.5018425542882505e-05,1.051425329023914e-06,0.003266656409418688,61.644755875884584,1.0,0.00023515608167985758,1.9987510313512757e-05,0.010777603841731034,28763.103194616546,0.12152926623821259,0.10972253110739344,0.00023759585747029632,0.0024312692866834697,0.248121976852417,0.9891586613360985,1.0690026426986465,1.0,1.0,irstd1k,24,True,0.9991944432258606,0.9205978662736367,0.9992373438841469,"{""sigma_x"": [0.9032173156738281, 1.4399302005767822, 2.1860909461975098, 2.8395066261291504, 3.1609864234924316, 3.740044593811035], ""sigma_y"": [3.7521114349365234, 3.162635326385498, 2.7729716300964355, 2.291398048400879, 1.4392982721328735, 0.8879052996635437], ""theta"": [-1.1684129238128662, -0.6839860677719116, -0.0709662139415741, 0.08086240291595459, 0.7371876835823059, 1.1838830709457397]}",0.012001679917563441,"[0.16534772823264848, 0.16318929981485816, 0.17547939418895453, 0.15568123783907595, 0.16181999802100938, 0.17848235053132733]",0.08934431606231996,20.434320460578125,0.7661459310861862,False,0.9995208086952949,0.0019562473325060296,XDU48,0.16583666029032315,3.907276994197878,4.112259816165301,0.19612242575346583,17.614640892631602,12.03004705044441,False,-0.6558391110639783
49626.683477132836,0.8557138442993164,0.189310773762256,1.7119807472221475e-15,0.1286705690141651,203.76274725300289,0.001604377874173224,0.0007772931947822681,1.8194695030615549e-06,0.00012799333852245103,5.498319492201631,0.9998880624771118,2.09744243324342e-05,1.0396705647508497e-06,0.003623304859180519,87.7261377531886,1.0,0.0003346486578109306,2.1477169866557233e-05,0.011917866108782493,28870.73017994489,0.11942176520824432,0.11013309547403294,0.0007457428146153688,0.0021474212147191245,0.09366315603256226,0.9719445875772946,0.2762691297520669,1.0,1.0,irstd1k,116,True,0.07957512885332108,0.8832424121338033,0.9991918231630166,"{""sigma_x"": [0.9032173156738281, 1.4399302005767822, 2.1860909461975098, 2.8395066261291504, 3.1609864234924316, 3.740044593811035], ""sigma_y"": [3.7521114349365234, 3.162635326385498, 2.7729716300964355, 2.291398048400879, 1.4392982721328735, 0.8879052996635437], ""theta"": [-1.1684129238128662, -0.6839860677719116, -0.0709662139415741, 0.08086240291595459, 0.7371876835823059, 1.1838830709457397]}",0.017081105984109012,"[0.16617427989536632, 0.1631161311951827, 0.17465427982301662, 0.1552815650900925, 0.16164162985247862, 0.17913211409423724]",0.03956621199375121,26.065795277451965,0.6990412250150628,True,0.9983086928021613,0.004442443609839999,XDU492,0.11006847980247755,2.9456437285033497,2.4704866217325936,0.27132222258846267,6.76417242505458,31.400954842567444,False,0.7182670473619703
61450.02322443334,0.8152084350585938,0.2344132355668386,4.259645587645355e-12,0.23656114522761082,206.33902111622456,0.0015286162961274385,0.000787120899643801,6.408260105672525e-06,0.00016708570503976074,3.68170175847672,0.9996523857116699,1.4044577630907898e-05,9.285756732424488e-07,0.002845219434379486,58.6878248218145,1.0,0.00022387628487325478,1.796874130377546e-05,0.009393729717074252,28916.968268114957,0.11692052334547043,0.11030947978254302,0.0014551245840266347,0.0025839192612010045,0.39509159326553345,0.9894634567679348,1.180458046445016,1.0,1.0,irstd1k,25,True,0.9996523857116699,0.9312415011765134,0.9991581087568306,"{""sigma_x"": [0.9032173156738281, 1.4399302005767822, 2.1860909461975098, 2.8395066261291504, 3.1609864234924316, 3.740044593811035], ""sigma_y"": [3.7521114349365234, 3.162635326385498, 2.7729716300964355, 2.291398048400879, 1.4392982721328735, 0.8879052996635437], ""theta"": [-1.1684129238128662, -0.6839860677719116, -0.0709662139415741, 0.08086240291595459, 0.7371876835823059, 1.1838830709457397]}",0.014914225895678304,"[0.16627384296982928, 0.16322908222036184, 0.17371641543246596, 0.1555353550964469, 0.16169697139354766, 0.1795483326393672]",0.1175752934221812,17.865930542097374,0.7785589432870691,False,0.9995848656000443,0.0020853772170161067,XDU241,0.25367256904325186,4.433810710688924,4.244002560843049,0.16672079872808224,22.817632620430118,9.678539494983852,False,0.35380807930050223
