B_energy,B_max,B_mean,B_min,B_std,R_energy,R_max,R_mean,R_min,R_std,S_energy,S_max,S_mean,S_min,S_std,T_psf_energy,T_psf_max,T_psf_mean,T_psf_min,T_psf_std,U_energy,U_max,U_mean,U_min,U_std,background_input_correlation,background_target_leakage,centroid_recall_5px,dataset,gt_pixels,has_target,psf_entropy_mean,psf_params,psf_residual_overlap,psf_usage,reconstruction_mae,reconstruction_psnr,residual_energy_ratio,residual_outside_fraction,residual_target_fraction,sample_id,source_false_activation,target_contrast_recall,target_energy_precision,target_proxy_energy,target_psf_zero,uncertainty_error_spearman
76321.82057606988,0.9295099377632141,0.2911446402590556,0.018428415060043335,0.14322931168629208,164.2273751380053,0.0630188137292862,0.0006264777188797199,8.229797094827518e-05,0.001341496784437039,240.74197766947327,0.0022926016245037317,0.0009183577639368945,0.000197976638446562,0.00033549043678891415,3811.657014575554,0.031998179852962494,0.014540317591001717,0.0033520404249429703,0.005173880442676498,70722.0690535754,0.42032164335250854,0.2697832834380165,0.23998676240444183,0.01305857175058532,0.9967149271620184,0.2829087127270341,0.0,irstd1k,37,True,0.9905950294139529,"{""sigma_x"": [0.8675965070724487, 1.4255855083465576, 2.003166675567627, 2.579500913619995, 3.1648831367492676, 3.7278246879577637], ""sigma_y"": [3.7410945892333984, 3.1640419960021973, 2.58837890625, 2.030205726623535, 1.4278671741485596, 0.8628736138343811], ""theta"": [-1.1319382190704346, -0.6874483227729797, -0.16510577499866486, 0.28386813402175903, 0.7429103851318359, 1.1510634422302246]}",0.5295448396306169,"[0.15318051584904424, 0.14963295882478178, 0.2119612225673677, 0.15211507552416492, 0.13160759903121289, 0.2015026281484893]",0.021349712366024676,32.18521416767362,0.04130587286765574,0.9994152602614685,0.038207445246992905,XDU189,0.9993631732541034,0.24192688975684865,0.0015293772021963863,10.389054372906685,False,-0.20239890300338365
60065.84203679394,0.8799901604652405,0.22913300337522102,0.01262415200471878,0.17945478998676556,152.23300619646034,0.032558806240558624,0.0005807228324755109,8.4112019976601e-05,0.0008452241797466148,208.61666765339032,0.002410969464108348,0.0007958094316611874,0.0001658827532082796,0.000430565133483035,3303.044614023762,0.03536449745297432,0.012600115257353828,0.0029661545995622873,0.006760794581389892,70426.22866465151,0.39860180020332336,0.2686547419153271,0.2475094497203827,0.016788102665634352,0.9964675269330132,0.44310754232959804,0.0,irstd1k,35,True,0.9902206887795728,"{""sigma_x"": [0.8675965070724487, 1.4255855083465576, 2.003166675567627, 2.579500913619995, 3.1648831367492676, 3.7278246879577637], ""sigma_y"": [3.7410945892333984, 3.1640419960021973, 2.58837890625, 2.030205726623535, 1.4278671741485596, 0.8628736138343811], ""theta"": [-1.1319382190704346, -0.6874483227729797, -0.16510577499866486, 0.28386813402175903, 0.7429103851318359, 1.1510634422302246]}",0.8185449171454967,"[0.15440882080315532, 0.1464716686487293, 0.21651007295355384, 0.1563822439293574, 0.1302765566890116, 0.19595063681151714]",0.023875685708599548,29.168174906025676,0.04405811136725904,0.9994915890005941,0.03154262003691065,XDU935,0.999279897418204,0.3301397500759653,0.002115573897541715,7.432384669780731,False,0.186116478265935
168994.1943371063,0.8603001832962036,0.6446616910442593,0.013258065097033978,0.1464947320496832,194.21551096918847,0.06988823413848877,0.0007408733786361255,3.35936201736331e-05,0.0007300248303596543,409.1838704497495,0.0028849353548139334,0.0015609125917425137,0.0001273475936613977,0.0003777372750554635,6490.184453411493,0.034919872879981995,0.02475808888783071,0.002365817315876484,0.005846334084549975,72972.54775562882,0.4005569815635681,0.278368178389087,0.2474403828382492,0.012840890389822602,0.9919017011704379,0.0028475151295793443,0.0,irstd1k,37,True,0.9833951887235344,"{""sigma_x"": [0.8675965070724487, 1.4255855083465576, 2.003166675567627, 2.579500913619995, 3.1648831367492676, 3.7278246879577637], ""sigma_y"": [3.7410945892333984, 3.1640419960021973, 2.58837890625, 2.030205726623535, 1.4278671741485596, 0.8628736138343811], ""theta"": [-1.1319382190704346, -0.6874483227729797, -0.16510577499866486, 0.28386813402175903, 0.7429103851318359, 1.1510634422302246]}",0.743969260776162,"[0.14454108505981367, 0.15559115622281183, 0.20571131763247763, 0.13326464725565756, 0.12533552089365685, 0.23555627281069746]",0.05459059455577275,24.73394308337696,0.029055040393170545,0.9860761763362133,0.27732205738393545,XDU672,0.9989000643708195,1.0341760250605625,0.00363068505062208,9.428954660892487,False,-0.6379240839000831
43025.61622835137,0.577231764793396,0.1641297005781226,0.011723272502422333,0.07489384888474994,173.0383664826004,0.4383660554885864,0.0006600889834693924,0.00011480061220936477,0.005785525599611145,185.03845078167797,0.002057915087789297,0.0007058656722323531,7.984535477589816e-05,0.0002656086363701596,2924.256387043046,0.025176052004098892,0.011155152843639549,0.002785957185551524,0.0039255808926060756,70302.57106167078,0.40052247047424316,0.2681830255953628,0.12491309642791748,0.01184563877961301,0.960949870994384,2.5396402218299505e-05,0.0,irstd1k,312,True,0.9898831177786747,"{""sigma_x"": [0.8675965070724487, 1.4255855083465576, 2.003166675567627, 2.579500913619995, 3.1648831367492676, 3.7278246879577637], ""sigma_y"": [3.7410945892333984, 3.1640419960021973, 2.58837890625, 2.030205726623535, 1.4278671741485596, 0.8628736138343811], ""theta"": [-1.1319382190704346, -0.6874483227729797, -0.16510577499866486, 0.28386813402175903, 0.7429103851318359, 1.1510634422302246]}",0.11078786088726073,"[0.15819301891826854, 0.14383000118106537, 0.21500617296318936, 0.15815668610810185, 0.12896552917895932, 0.19584859176640634]",0.0404788252043744,26.338779105547584,0.05586758130966744,0.7005265719546174,0.8553999757914147,XDU231,0.9971973051232078,0.30671744271436724,0.02568263147217799,197.5117751955986,False,0.7699729761142654
173603.30720230564,0.9219146370887756,0.6622440612880922,0.0434693917632103,0.07410439111240297,191.86688472866808,0.010807274840772152,0.0007319140805384372,0.00010140950325876474,0.00041395123160750777,413.6122037860623,0.002877309452742338,0.0015778053428118222,0.0003262344980612397,0.00029584829061124495,6552.101377195213,0.03533767908811569,0.024994283207684376,0.0070329466834664345,0.004439838972768592,72969.06646806002,0.37916895747184753,0.2783548983309174,0.2539239525794983,0.013896926928908497,0.9712634731143427,0.0,0.0,irstd1k,20,True,0.9830073084708602,"{""sigma_x"": [0.8675965070724487, 1.4255855083465576, 2.003166675567627, 2.579500913619995, 3.1648831367492676, 3.7278246879577637], ""sigma_y"": [3.7410945892333984, 3.1640419960021973, 2.58837890625, 2.030205726623535, 1.4278671741485596, 0.8628736138343811], ""theta"": [-1.1319382190704346, -0.6874483227729797, -0.16510577499866486, 0.28386813402175903, 0.7429103851318359, 1.1510634422302246]}",0.9041863214845174,"[0.14428201648320282, 0.15609916588118722, 0.20489599604508157, 0.13137567342948842, 0.12492134020359913, 0.23842580797344226]",0.12784960925628752,17.749126986283216,0.028450146453378088,0.9991924819986714,0.04066695749995764,XDU818,0.9994435027346342,1.0613492792503416,0.001668893088686982,3.5896509885787964,False,-0.8759185385696246
63586.69356735237,0.8779693245887756,0.24256398608151386,0.011920928955078125,0.14060835087449539,150.14814819359162,0.013316824100911617,0.0005727697303527512,7.841971091693267e-05,0.0008609089355806321,213.98983297143423,0.0023858491331338882,0.0008163064307076806,0.00016411406977567822,0.00030595126776384587,3392.276925345883,0.0342961922287941,0.012940509511359721,0.002659698249772191,0.0048061625706443695,70323.49017877877,0.3600131571292877,0.2682628256941939,0.24910971522331238,0.01366541499017323,0.9965592204003024,0.3715693144215936,0.0,irstd1k,13,True,0.9909525169850895,"{""sigma_x"": [0.8675965070724487, 1.4255855083465576, 2.003166675567627, 2.579500913619995, 3.1648831367492676, 3.7278246879577637], ""sigma_y"": [3.7410945892333984, 3.1640419960021973, 2.58837890625, 2.030205726623535, 1.4278671741485596, 0.8628736138343811], ""theta"": [-1.1319382190704346, -0.6874483227729797, -0.16510577499866486, 0.28386813402175903, 0.7429103851318359, 1.1510634422302246]}",0.768392433940955,"[0.15372163836494224, 0.14837829956059068, 0.21432502891121885, 0.15478666820672515, 0.13149609510873006, 0.19729226988647497]",0.025354783454197616,30.025125337939347,0.042385694849310825,0.9996605440543228,0.033785861300535,XDU888,0.9995694435784956,0.39073794342479307,0.0013247733745978777,3.8608490228652954,False,-0.31707025513692766
24461.190232886933,0.6330859065055847,0.09331203549532674,0.014234148897230625,0.03517935434075785,215.38964622728236,0.8309898972511292,0.0008216462945071501,0.00016115348262246698,0.01376855043454743,140.59558409715828,0.002196195535361767,0.0005363295902143794,6.809863407397643e-05,0.00010649451993990119,2221.0160826839274,0.017968667671084404,0.008472503977523527,0.001891247695311904,0.0013143744353758975,69668.77208782732,0.4321777820587158,0.2657652743828862,0.19611799716949463,0.007266783540489239,0.8133324319745959,0.14092554524670503,0.0,irstd1k,883,True,0.988803568904359,"{""sigma_x"": [0.8675965070724487, 1.4255855083465576, 2.003166675567627, 2.579500913619995, 3.1648831367492676, 3.7278246879577637], ""sigma_y"": [3.7410945892333984, 3.1640419960021973, 2.58837890625, 2.030205726623535, 1.4278671741485596, 0.8628736138343811], ""theta"": [-1.1319382190704346, -0.6874483227729797, -0.16510577499866486, 0.28386813402175903, 0.7429103851318359, 1.1510634422302246]}",0.04646904602951517,"[0.15804216795501702, 0.14071177814413716, 0.2200257188367054, 0.16247363403954784, 0.1262259285796148, 0.19252077260492229]",0.007569508091997079,34.450181763577184,0.08840467072926171,0.4405076156936278,0.8979640646258502,XDU146,0.993956803137146,0.298977508924163,0.05972713554570768,448.8709774017334,False,-0.2452706153209178
24279.750302577624,0.9718305468559265,0.09261989708930063,0.0028341906145215034,0.18650727032682435,147.06445617519785,0.0469311885535717,0.0005610063788421549,0.00014718524471390992,0.0010747920045066047,136.00422598626028,0.002677940297871828,0.0005188149489832317,0.00011868448200402781,0.0005683408344286543,2145.895540938247,0.04194824770092964,0.008185941852334011,0.0033688005059957504,0.008894860677096002,70786.63748791814,0.47976264357566833,0.27002959246794944,0.2372930347919464,0.022745216163131264,0.990540620521192,0.3694936715970588,0.0,irstd1k,24,True,0.9920732181069525,"{""sigma_x"": [0.8675965070724487, 1.4255855083465576, 2.003166675567627, 2.579500913619995, 3.1648831367492676, 3.7278246879577637], ""sigma_y"": [3.7410945892333984, 3.1640419960021973, 2.58837890625, 2.030205726623535, 1.4278671741485596, 0.8628736138343811], ""theta"": [-1.1319382190704346, -0.6874483227729797, -0.16510577499866486, 0.28386813402175903, 0.7429103851318359, 1.1510634422302246]}",0.8302933468152331,"[0.16380798720857115, 0.1435280863915125, 0.21731255332315413, 0.16784540835863027, 0.1317255709656422, 0.17578036947190867]",0.02254684678670671,29.433229612662693,0.06413738414989095,0.9996077184260169,0.06484299791250428,XDU48,0.9996096538065197,0.07395630742029227,0.000961435863083069,12.03004705044441,False,0.08374866274663641
50071.88884565886,0.990761935710907,0.1910090974642138,0.012116819620132446,0.1368885350943724,151.18175917449116,0.10721656680107117,0.0005767126433353087,7.807365182088688e-05,0.0017606704006681538,188.80754281987902,0.002300502033904195,0.0007202436173243676,0.00015818110841792077,0.0003460800528624989,2982.9079153956845,0.03212415799498558,0.011378890668471087,0.002706471597775817,0.005308816921436114,70055.24033531547,0.4496625065803528,0.2672395337498301,0.2325710505247116,0.014965502373566805,0.9949817885085435,0.4271943075035627,0.0,irstd1k,116,True,0.989510010334925,"{""sigma_x"": [0.8675965070724487, 1.4255855083465576, 2.003166675567627, 2.579500913619995, 3.1648831367492676, 3.7278246879577637], ""sigma_y"": [3.7410945892333984, 3.1640419960021973, 2.58837890625, 2.030205726623535, 1.4278671741485596, 0.8628736138343811], ""theta"": [-1.1319382190704346, -0.6874483227729797, -0.16510577499866486, 0.28386813402175903, 0.7429103851318359, 1.1510634422302246]}",0.43073197475092834,"[0.15555355447833108, 0.14363165065020667, 0.21879780849502595, 0.1582377486793689, 0.1280442227629237, 0.1957350149668855]",0.017552564693012584,32.48005328666717,0.048237853690394156,0.998431655482243,0.043926254059616636,XDU492,0.998266623931404,0.17189919435741335,0.003791751023730177,31.400954842567444,False,0.3727808554939193
49449.287878132425,0.8755632042884827,0.18863406325581522,0.006401694845408201,0.3113377176514648,203.05663929664297,0.008116473443806171,0.0007745996066919059,0.00012453776434995234,0.0010366945869595048,200.9774793937686,0.0030570593662559986,0.0007666682410956138,0.00016639695968478918,0.0008835202445838664,3175.0267686946318,0.04233088344335556,0.012111765932825591,0.0030723433010280132,0.013922255305562563,72376.65102413297,0.3815229535102844,0.2760950127568549,0.2548985481262207,0.02771255772167675,0.9966496287918472,0.569865333960355,0.0,irstd1k,25,True,0.9934854280104446,"{""sigma_x"": [0.8675965070724487, 1.4255855083465576, 2.003166675567627, 2.579500913619995, 3.1648831367492676, 3.7278246879577637], ""sigma_y"": [3.7410945892333984, 3.1640419960021973, 2.58837890625, 2.030205726623535, 1.4278671741485596, 0.8628736138343811], ""theta"": [-1.1319382190704346, -0.6874483227729797, -0.16510577499866486, 0.28386813402175903, 0.7429103851318359, 1.1510634422302246]}",0.9777329985749381,"[0.16975117551504582, 0.14706331553918517, 0.20717716368579886, 0.1627835866028704, 0.13669339523139, 0.1765313704941036]",0.02531487628526108,28.341222082802375,0.06011001351129677,0.9998011328793337,0.04789240995215626,XDU241,0.9997374467731329,0.08711715053639096,0.0005874456379952277,9.678539494983852,False,0.5942454523266373
